EVBDD
L 25
T 2
N 32630
R 1
S 1
; level 1
15786 0 0	15787 0 0	; 21775
15769 0 0	15788 0 0	; 21776
15759 0 0	15789 0 0	; 21777
15790 0 0	15791 0 0	; 21778
15792 0 0	15793 0 0	; 21779
15725 0 0	15764 0 0	; 21780
15727 0 0	15794 0 1	; 21781
15725 0 0	15769 0 0	; 21782
15727 0 0	15795 0 1	; 21783
15727 0 0	15796 0 1	; 21784
15797 0 0	15798 0 0	; 21785
15799 0 0	15800 0 0	; 21786
15727 0 0	15801 0 1	; 21787
15727 0 0	15802 0 1	; 21788
15727 0 0	15803 0 1	; 21789
15735 0 0	15767 0 0	; 21790
15737 0 0	15804 0 0	; 21791
15805 0 1	15806 0 1	; 21792
15807 0 0	15808 0 0	; 21793
15755 0 0	15809 0 0	; 21794
15810 0 0	15811 0 1	; 21795
15479 0 0	15751 0 0	; 21796
15812 0 0	15813 0 0	; 21797
15743 0 0	15767 0 0	; 21798
15737 0 0	15814 0 0	; 21799
15780 0 0	15815 0 0	; 21800
15767 0 0	15816 0 0	; 21801
15780 0 0	15817 0 0	; 21802
15746 0 0	15769 0 0	; 21803
15727 0 0	15818 0 0	; 21804
15819 0 0	15820 0 0	; 21805
15821 0 0	15822 0 0	; 21806
15764 0 0	15823 0 0	; 21807
15824 0 0	15825 0 1	; 21808
15749 0 0	15826 0 1	; 21809
15759 0 0	15827 0 1	; 21810
15828 0 0	15829 0 0	; 21811
15830 0 0	15831 0 0	; 21812
15747 0 0	15832 0 1	; 21813
15744 0 0	15833 0 1	; 21814
15726 0 0	15834 0 1	; 21815
15736 0 0	15835 0 0	; 21816
15836 0 0	15837 0 0	; 21817
15838 0 0	15839 0 0	; 21818
15756 0 0	15840 0 0	; 21819
15736 0 0	15841 0 0	; 21820
15744 0 0	15842 0 0	; 21821
15744 0 0	15843 0 0	; 21822
15736 0 0	15844 0 0	; 21823
15845 0 0	15846 0 0	; 21824
15847 0 0	15848 0 0	; 21825
15849 0 0	15850 0 0	; 21826
15851 0 0	15852 0 0	; 21827
15850 0 0	15853 0 0	; 21828
15850 0 0	15854 0 0	; 21829
15850 0 0	15855 0 0	; 21830
15850 0 0	15856 0 0	; 21831
15850 0 0	15857 0 0	; 21832
15850 0 0	15858 0 0	; 21833
15859 0 0	15860 0 0	; 21834
15861 0 0	15862 0 0	; 21835
15863 0 0	15864 0 0	; 21836
15865 0 0	15866 0 0	; 21837
14112 0 0	15867 0 1	; 21838
15850 0 0	15868 0 0	; 21839
15869 0 0	15870 0 0	; 21840
15871 0 0	15872 0 0	; 21841
15850 0 0	15873 0 0	; 21842
15852 0 0	15874 0 0	; 21843
15870 0 0	15875 0 0	; 21844
15872 0 0	15876 0 1	; 21845
15850 0 0	15877 0 0	; 21846
15878 0 0	15879 0 0	; 21847
15880 0 0	15881 0 0	; 21848
15882 0 0	15883 0 1	; 21849
15884 0 0	15885 0 0	; 21850
14112 0 0	15862 0 0	; 21851
15882 0 0	15886 0 1	; 21852
15887 0 0	15888 0 0	; 21853
15889 0 0	15890 0 0	; 21854
15882 0 0	15891 0 1	; 21855
15882 0 0	15892 0 1	; 21856
15882 0 0	15893 0 1	; 21857
15894 0 0	15895 0 0	; 21858
15861 0 0	15896 0 0	; 21859
15894 0 0	15897 0 0	; 21860
15894 0 0	15898 0 0	; 21861
15862 0 0	15899 0 1	; 21862
15894 0 0	15900 0 0	; 21863
15901 0 0	15902 0 0	; 21864
15894 0 0	15903 0 0	; 21865
15894 0 0	15904 0 0	; 21866
15905 0 0	15906 0 0	; 21867
15882 0 0	15907 0 0	; 21868
15908 0 0	15909 0 0	; 21869
15910 0 0	15911 0 0	; 21870
15850 0 0	15882 0 0	; 21871
15852 0 0	15912 0 1	; 21872
15850 0 0	15913 0 0	; 21873
15852 0 0	15914 0 1	; 21874
15852 0 0	15915 0 1	; 21875
15916 0 0	15917 0 0	; 21876
15918 0 0	15919 0 0	; 21877
15852 0 0	15920 0 1	; 21878
15852 0 0	15921 0 1	; 21879
15852 0 0	15922 0 1	; 21880
15505 0 1	15870 0 0	; 21881
15923 0 0	15924 0 0	; 21882
15925 0 0	15926 0 0	; 21883
15927 0 0	15928 0 0	; 21884
15929 0 0	15930 0 0	; 21885
15852 0 0	15931 0 0	; 21886
15864 0 0	15894 0 0	; 21887
15896 0 0	15932 0 0	; 21888
15862 0 0	15933 0 0	; 21889
15860 0 0	15894 0 0	; 21890
15896 0 0	15934 0 0	; 21891
15852 0 0	15935 0 0	; 21892
15936 0 0	15937 0 0	; 21893
15938 0 0	15939 0 0	; 21894
15874 0 0	15940 0 1	; 21895
15884 0 0	15928 0 0	; 21896
15941 0 0	15942 0 1	; 21897
15851 0 0	15943 0 1	; 21898
15894 0 0	15944 0 0	; 21899
15861 0 0	15945 0 1	; 21900
15851 0 0	15946 0 1	; 21901
15861 0 0	15947 0 1	; 21902
15851 0 0	15948 0 1	; 21903
15876 0 1	15949 0 0	; 21904
15871 0 0	15950 0 0	; 21905
15951 0 0	15952 0 0	; 21906
15899 0 1	15953 0 0	; 21907
15861 0 0	15954 0 0	; 21908
15899 0 1	15955 0 0	; 21909
15861 0 0	15956 0 0	; 21910
15899 0 1	15957 0 0	; 21911
15958 0 0	15959 0 0	; 21912
15960 0 0	15961 0 0	; 21913
15962 0 0	15963 0 0	; 21914
15964 0 0	15965 0 0	; 21915
15963 0 0	15966 0 0	; 21916
15963 0 0	15967 0 0	; 21917
15963 0 0	15968 0 0	; 21918
15963 0 0	15969 0 0	; 21919
15963 0 0	15970 0 0	; 21920
15963 0 0	15971 0 0	; 21921
15972 0 0	15973 0 1	; 21922
15974 0 0	15975 0 0	; 21923
15976 0 0	15977 0 0	; 21924
15975 0 0	15978 0 0	; 21925
15973 0 1	15979 0 0	; 21926
15980 0 0	15981 0 0	; 21927
15982 0 1	15983 0 1	; 21928
15973 0 1	15984 0 0	; 21929
15985 0 0	15986 0 1	; 21930
15987 0 0	15988 0 0	; 21931
15973 0 1	15989 0 0	; 21932
15975 0 0	15990 0 0	; 21933
15986 0 1	15991 0 0	; 21934
15988 0 0	15992 0 0	; 21935
15993 0 0	15994 0 0	; 21936
15995 0 0	15996 0 0	; 21937
15997 0 0	15998 0 1	; 21938
15145 0 0	15999 0 1	; 21939
16000 0 0	16001 0 1	; 21940
15965 0 0	15982 0 1	; 21941
15145 0 0	16002 0 1	; 21942
15997 0 0	16003 0 1	; 21943
15997 0 0	16004 0 1	; 21944
15997 0 0	16005 0 1	; 21945
15145 0 0	16006 0 0	; 21946
15145 0 0	16007 0 0	; 21947
15978 0 0	16008 0 0	; 21948
15145 0 0	16009 0 0	; 21949
15145 0 0	16010 0 0	; 21950
15145 0 0	16011 0 0	; 21951
16012 0 0	16013 0 0	; 21952
15145 0 0	16014 0 0	; 21953
15990 0 0	16015 0 0	; 21954
15997 0 0	16016 0 0	; 21955
16017 0 0	16018 0 0	; 21956
16019 0 0	16020 0 0	; 21957
16021 0 0	16022 0 0	; 21958
15963 0 0	15997 0 0	; 21959
15965 0 0	16023 0 1	; 21960
15965 0 0	16024 0 1	; 21961
15963 0 0	16000 0 0	; 21962
15965 0 0	16025 0 1	; 21963
16026 0 0	16027 0 0	; 21964
16028 0 0	16029 0 0	; 21965
15965 0 0	16030 0 1	; 21966
15965 0 0	16031 0 1	; 21967
15965 0 0	16032 0 1	; 21968
15145 0 0	15973 0 1	; 21969
15975 0 0	16033 0 0	; 21970
16034 0 0	16035 0 1	; 21971
16036 0 0	16037 0 1	; 21972
15975 0 0	16038 0 0	; 21973
16039 0 0	16040 0 1	; 21974
16041 0 0	16042 0 0	; 21975
15975 0 0	16043 0 0	; 21976
15145 0 0	16044 0 0	; 21977
16008 0 0	16045 0 0	; 21978
15145 0 0	15977 0 0	; 21979
15975 0 0	16046 0 0	; 21980
15997 0 0	16047 0 0	; 21981
16048 0 0	16049 0 0	; 21982
16050 0 0	16051 0 0	; 21983
16052 0 0	16053 0 0	; 21984
16017 0 0	16054 0 1	; 21985
15974 0 0	16055 0 1	; 21986
16000 0 0	16040 0 1	; 21987
16056 0 0	16057 0 1	; 21988
15974 0 0	16058 0 1	; 21989
16059 0 0	16060 0 1	; 21990
15974 0 0	16061 0 1	; 21991
16059 0 0	16062 0 1	; 21992
15974 0 0	16063 0 0	; 21993
16064 0 1	16065 0 0	; 21994
15974 0 0	16066 0 0	; 21995
16067 0 0	16068 0 0	; 21996
15974 0 0	16069 0 0	; 21997
15978 0 0	16070 0 0	; 21998
15974 0 0	16071 0 0	; 21999
15978 0 0	16072 0 0	; 22000
16073 0 0	16074 0 0	; 22001
16075 0 0	16076 0 0	; 22002
16077 0 0	16078 0 0	; 22003
16079 0 0	16080 0 0	; 22004
16078 0 0	16081 0 1	; 22005
16078 0 0	16082 0 1	; 22006
16078 0 0	16083 0 1	; 22007
16078 0 0	16084 0 1	; 22008
16078 0 0	16085 0 1	; 22009
16078 0 0	16086 0 1	; 22010
16087 0 0	16088 0 0	; 22011
16089 0 0	16090 0 0	; 22012
16091 0 0	16092 0 1	; 22013
16093 0 0	16094 0 0	; 22014
16088 0 0	16095 0 0	; 22015
16090 0 0	16096 0 0	; 22016
16078 0 0	16097 0 0	; 22017
16098 0 0	16099 0 0	; 22018
16100 0 0	16101 0 1	; 22019
16078 0 0	16102 0 0	; 22020
16103 0 0	16104 0 0	; 22021
16094 0 0	16105 0 0	; 22022
16078 0 0	16106 0 0	; 22023
16107 0 0	16108 0 0	; 22024
16109 0 0	16110 0 0	; 22025
16111 0 1	16112 0 1	; 22026
16113 0 0	16114 0 1	; 22027
16094 0 0	16115 0 0	; 22028
16111 0 1	16116 0 1	; 22029
16117 0 0	16118 0 1	; 22030
16094 0 0	16100 0 0	; 22031
16111 0 1	16119 0 1	; 22032
16111 0 1	16120 0 1	; 22033
16111 0 1	16121 0 1	; 22034
16113 0 0	16122 0 0	; 22035
16093 0 0	16123 0 0	; 22036
16113 0 0	16124 0 0	; 22037
16113 0 0	16125 0 0	; 22038
16126 0 0	16127 0 0	; 22039
16113 0 0	16128 0 0	; 22040
16113 0 0	16129 0 0	; 22041
16113 0 0	16130 0 0	; 22042
16105 0 0	16131 0 0	; 22043
16111 0 1	16132 0 0	; 22044
16133 0 0	16134 0 0	; 22045
16135 0 0	16136 0 0	; 22046
16078 0 0	16111 0 1	; 22047
16080 0 0	16137 0 1	; 22048
16080 0 0	16138 0 1	; 22049
16080 0 0	16139 0 1	; 22050
16140 0 0	16141 0 0	; 22051
16142 0 0	16143 0 0	; 22052
16080 0 0	16144 0 1	; 22053
16080 0 0	16145 0 1	; 22054
16080 0 0	16146 0 1	; 22055
16104 0 0	16113 0 0	; 22056
16131 0 0	16147 0 0	; 22057
16094 0 0	16148 0 0	; 22058
16113 0 0	16149 0 0	; 22059
16131 0 0	16150 0 0	; 22060
16080 0 0	16151 0 0	; 22061
16152 0 0	16153 0 1	; 22062
16154 0 0	16155 0 0	; 22063
16092 0 1	16113 0 0	; 22064
16094 0 0	16156 0 0	; 22065
16034 0 0	16088 0 0	; 22066
16157 0 0	16158 0 0	; 22067
16080 0 0	16159 0 0	; 22068
16160 0 0	16161 0 0	; 22069
16162 0 0	16163 0 0	; 22070
16079 0 0	16164 0 1	; 22071
16105 0 0	16165 0 1	; 22072
16079 0 0	16166 0 1	; 22073
16117 0 0	16153 0 1	; 22074
16167 0 0	16168 0 1	; 22075
16079 0 0	16169 0 1	; 22076
16093 0 0	16170 0 1	; 22077
16079 0 0	16171 0 1	; 22078
16105 0 0	16172 0 0	; 22079
16115 0 0	16173 0 0	; 22080
16105 0 0	16174 0 0	; 22081
16115 0 0	16175 0 0	; 22082
16176 0 0	16177 0 0	; 22083
16115 0 0	16178 0 0	; 22084
16089 0 0	16179 0 0	; 22085
16115 0 0	16180 0 0	; 22086
16181 0 0	16182 0 0	; 22087
16183 0 0	16184 0 0	; 22088
16185 0 0	16186 0 0	; 22089
16187 0 0	16188 0 0	; 22090
16186 0 0	16189 0 1	; 22091
16186 0 0	16190 0 1	; 22092
16186 0 0	16191 0 1	; 22093
16186 0 0	16192 0 1	; 22094
16186 0 0	16193 0 1	; 22095
16186 0 0	16194 0 1	; 22096
16195 0 0	16196 0 0	; 22097
16197 0 0	16198 0 0	; 22098
16199 0 1	16200 0 0	; 22099
16201 0 0	16202 0 0	; 22100
16196 0 0	16203 0 0	; 22101
16198 0 0	16204 0 0	; 22102
16205 0 0	16206 0 1	; 22103
16207 0 0	16208 0 0	; 22104
16196 0 0	16209 0 0	; 22105
16210 0 0	16211 0 0	; 22106
16212 0 1	16213 0 1	; 22107
16214 0 0	16215 0 0	; 22108
16198 0 0	16216 0 0	; 22109
16217 0 0	16218 0 0	; 22110
16188 0 0	16219 0 0	; 22111
16220 0 0	16221 0 0	; 22112
16222 0 0	16223 0 0	; 22113
16224 0 1	16225 0 1	; 22114
16226 0 0	16227 0 1	; 22115
16224 0 1	16228 0 1	; 22116
16229 0 0	16230 0 0	; 22117
16231 0 0	16232 0 0	; 22118
16233 0 0	16234 0 1	; 22119
16188 0 0	16212 0 1	; 22120
16224 0 1	16235 0 1	; 22121
16224 0 1	16236 0 1	; 22122
16226 0 0	16237 0 0	; 22123
16226 0 0	16238 0 0	; 22124
16239 0 0	16240 0 0	; 22125
16226 0 0	16241 0 0	; 22126
16204 0 0	16242 0 0	; 22127
16226 0 0	16243 0 0	; 22128
16226 0 0	16244 0 0	; 22129
16226 0 0	16245 0 0	; 22130
16216 0 0	16246 0 0	; 22131
16224 0 1	16247 0 0	; 22132
16219 0 0	16248 0 0	; 22133
16249 0 0	16250 0 0	; 22134
16251 0 0	16252 0 0	; 22135
16186 0 0	16224 0 1	; 22136
16188 0 0	16253 0 1	; 22137
16188 0 0	16254 0 1	; 22138
16188 0 0	16255 0 1	; 22139
16256 0 0	16257 0 0	; 22140
16258 0 0	16259 0 0	; 22141
16186 0 0	16233 0 0	; 22142
16188 0 0	16260 0 1	; 22143
16188 0 0	16261 0 1	; 22144
16188 0 0	16262 0 1	; 22145
16196 0 0	16226 0 0	; 22146
16198 0 0	16263 0 0	; 22147
16226 0 0	16264 0 0	; 22148
16246 0 0	16265 0 0	; 22149
16215 0 0	16226 0 0	; 22150
16198 0 0	16266 0 0	; 22151
16224 0 1	16267 0 0	; 22152
16248 0 0	16268 0 0	; 22153
16198 0 0	16269 0 0	; 22154
15927 0 0	16270 0 0	; 22155
16271 0 0	16272 0 0	; 22156
15505 0 1	16200 0 0	; 22157
16273 0 0	16274 0 0	; 22158
15168 0 0	16206 0 1	; 22159
16275 0 0	16276 0 0	; 22160
16277 0 0	16278 0 0	; 22161
16279 0 0	16280 0 0	; 22162
16219 0 0	16281 0 1	; 22163
16197 0 0	16282 0 1	; 22164
16219 0 0	16283 0 1	; 22165
16197 0 0	16284 0 1	; 22166
16233 0 0	16285 0 1	; 22167
16286 0 0	16287 0 1	; 22168
16204 0 0	16288 0 1	; 22169
16289 0 0	16290 0 1	; 22170
16197 0 0	16291 0 0	; 22171
16216 0 0	16292 0 0	; 22172
16197 0 0	16293 0 0	; 22173
16216 0 0	16294 0 0	; 22174
16197 0 0	16295 0 0	; 22175
16296 0 0	16297 0 0	; 22176
16298 0 0	16299 0 0	; 22177
16201 0 0	16300 0 0	; 22178
16301 0 0	16302 0 0	; 22179
16303 0 0	16304 0 0	; 22180
16305 0 0	16306 0 0	; 22181
16307 0 0	16308 0 0	; 22182
16306 0 0	16309 0 0	; 22183
15404 0 0	16306 0 0	; 22184
15408 0 0	16306 0 0	; 22185
15411 0 0	16306 0 0	; 22186
15413 0 0	16306 0 0	; 22187
15416 0 0	16306 0 0	; 22188
15417 0 0	16310 0 0	; 22189
16311 0 0	16312 0 0	; 22190
16313 0 0	16314 0 0	; 22191
15756 0 0	16315 0 0	; 22192
15424 0 0	16314 0 0	; 22193
16315 0 0	16316 0 0	; 22194
15427 0 0	16306 0 0	; 22195
16308 0 0	16317 0 0	; 22196
15429 0 0	16318 0 0	; 22197
16312 0 0	16319 0 0	; 22198
15432 0 0	16320 0 0	; 22199
16308 0 0	16321 0 0	; 22200
16322 0 1	16323 0 0	; 22201
16324 0 0	16325 0 0	; 22202
15438 0 0	16306 0 0	; 22203
15439 0 0	16326 0 0	; 22204
16327 0 0	16328 0 0	; 22205
15443 0 0	16329 0 1	; 22206
15458 0 1	16330 0 1	; 22207
16312 0 0	16331 0 0	; 22208
15443 0 0	16332 0 1	; 22209
15449 0 0	16333 0 0	; 22210
16334 0 0	16335 0 0	; 22211
15443 0 0	16336 0 1	; 22212
15482 0 0	16337 0 1	; 22213
16308 0 0	16338 0 0	; 22214
15443 0 0	16339 0 1	; 22215
15458 0 1	16340 0 0	; 22216
16311 0 0	16341 0 0	; 22217
15458 0 1	16342 0 0	; 22218
15458 0 1	16343 0 0	; 22219
16344 0 0	16345 0 0	; 22220
15458 0 1	16346 0 0	; 22221
15458 0 1	16347 0 0	; 22222
16319 0 0	16348 0 0	; 22223
15458 0 1	16349 0 0	; 22224
15443 0 0	16350 0 0	; 22225
15468 0 0	16351 0 0	; 22226
16352 0 0	16353 0 0	; 22227
15443 0 0	16306 0 0	; 22228
16308 0 0	16354 0 1	; 22229
16308 0 0	16355 0 1	; 22230
16308 0 0	16356 0 1	; 22231
16357 0 0	16358 0 0	; 22232
16359 0 0	16360 0 0	; 22233
16308 0 0	16361 0 1	; 22234
15482 0 0	16306 0 0	; 22235
16308 0 0	16362 0 1	; 22236
16308 0 0	16363 0 1	; 22237
15458 0 1	16318 0 0	; 22238
16312 0 0	16364 0 0	; 22239
16348 0 0	16365 0 0	; 22240
15458 0 1	16366 0 0	; 22241
16348 0 0	16367 0 0	; 22242
15443 0 0	16320 0 0	; 22243
16308 0 0	16368 0 0	; 22244
15809 0 0	16314 0 0	; 22245
16369 0 0	16370 0 0	; 22246
16371 0 0	16372 0 0	; 22247
15805 0 1	16373 0 0	; 22248
16374 0 0	16375 0 0	; 22249
16308 0 0	16376 0 0	; 22250
15496 0 0	16377 0 0	; 22251
16378 0 0	16379 0 0	; 22252
16321 0 0	16380 0 1	; 22253
15458 0 1	16310 0 0	; 22254
16319 0 0	16381 0 1	; 22255
16307 0 0	16382 0 1	; 22256
16383 0 0	16384 0 0	; 22257
16385 0 0	16386 0 0	; 22258
16317 0 0	16387 0 1	; 22259
16373 0 0	16388 0 1	; 22260
16389 0 0	16390 0 1	; 22261
16307 0 0	16391 0 1	; 22262
16331 0 0	16392 0 0	; 22263
16319 0 0	16393 0 0	; 22264
16319 0 0	16394 0 0	; 22265
16331 0 0	16395 0 0	; 22266
15756 0 0	16396 0 0	; 22267
16316 0 0	16397 0 0	; 22268
16398 0 0	16399 0 0	; 22269
16331 0 0	16400 0 0	; 22270
16401 0 1	16402 0 0	; 22271
16403 0 0	16404 0 0	; 22272
16405 0 1	16406 0 0	; 22273
16407 0 0	16408 0 0	; 22274
16406 0 0	16409 0 1	; 22275
16406 0 0	16410 0 1	; 22276
16406 0 0	16411 0 1	; 22277
16406 0 0	16412 0 1	; 22278
16406 0 0	16413 0 1	; 22279
16406 0 0	16414 0 1	; 22280
16415 0 0	16416 0 0	; 22281
16417 0 0	16418 0 0	; 22282
16406 0 0	16419 0 0	; 22283
16408 0 0	16420 0 0	; 22284
16416 0 0	16421 0 0	; 22285
16422 0 0	16423 0 0	; 22286
16424 0 0	16425 0 0	; 22287
16416 0 0	16426 0 0	; 22288
16427 0 0	16428 0 0	; 22289
16408 0 0	16429 0 0	; 22290
16416 0 0	16430 0 0	; 22291
16431 0 0	16432 0 0	; 22292
16433 0 1	16434 0 0	; 22293
15559 0 0	16435 0 1	; 22294
16436 0 0	16437 0 1	; 22295
16436 0 0	16438 0 0	; 22296
16436 0 0	16439 0 1	; 22297
15559 0 0	16440 0 1	; 22298
16436 0 0	16441 0 0	; 22299
16436 0 0	16442 0 0	; 22300
16443 0 0	16444 0 0	; 22301
16408 0 0	16433 0 1	; 22302
15559 0 0	16445 0 0	; 22303
15559 0 0	16446 0 0	; 22304
16447 0 0	16448 0 0	; 22305
15559 0 0	16449 0 0	; 22306
16436 0 0	16450 0 0	; 22307
15559 0 0	16451 0 0	; 22308
16452 0 1	16453 0 0	; 22309
16454 0 0	16455 0 0	; 22310
15559 0 0	16456 0 0	; 22311
13555 0 0	16457 0 0	; 22312
13557 0 1	16458 0 0	; 22313
16406 0 0	16436 0 0	; 22314
16408 0 0	16459 0 1	; 22315
16408 0 0	16460 0 1	; 22316
16408 0 0	16461 0 1	; 22317
16408 0 0	16462 0 1	; 22318
16408 0 0	16463 0 1	; 22319
16408 0 0	16464 0 1	; 22320
16406 0 0	16443 0 0	; 22321
16408 0 0	16465 0 1	; 22322
15559 0 0	16416 0 0	; 22323
16418 0 0	16466 0 0	; 22324
15559 0 0	16467 0 0	; 22325
16418 0 0	16468 0 0	; 22326
16418 0 0	16469 0 0	; 22327
16470 0 0	16471 0 0	; 22328
16418 0 0	16472 0 0	; 22329
16423 0 0	16473 0 0	; 22330
16474 0 0	16475 0 0	; 22331
16418 0 0	16476 0 0	; 22332
16477 0 0	16478 0 0	; 22333
16479 0 0	16480 0 0	; 22334
16417 0 0	16481 0 0	; 22335
16407 0 0	16482 0 1	; 22336
16417 0 0	16483 0 0	; 22337
16429 0 0	16484 0 1	; 22338
16417 0 0	16485 0 0	; 22339
16420 0 0	16486 0 1	; 22340
16407 0 0	16487 0 0	; 22341
16443 0 0	16478 0 0	; 22342
16488 0 1	16489 0 1	; 22343
16417 0 0	16490 0 0	; 22344
16417 0 0	16491 0 0	; 22345
16417 0 0	16492 0 0	; 22346
16493 0 0	16494 0 0	; 22347
16417 0 0	16495 0 0	; 22348
15693 0 0	16496 0 0	; 22349
16497 0 0	16498 0 0	; 22350
16417 0 0	16499 0 0	; 22351
16420 0 0	16500 0 0	; 22352
16501 0 0	16502 0 0	; 22353
16503 0 1	16504 0 0	; 22354
16505 0 1	16506 0 1	; 22355
16507 0 1	16508 0 0	; 22356
16509 0 1	16510 0 1	; 22357
16511 0 1	16512 0 1	; 22358
16513 0 1	16514 0 1	; 22359
16515 0 1	16516 0 1	; 22360
16508 0 0	16517 0 1	; 22361
16518 0 1	16519 0 1	; 22362
16519 0 1	16520 0 1	; 22363
16508 0 0	16521 0 1	; 22364
16516 0 1	16522 0 1	; 22365
16523 0 1	16524 0 1	; 22366
16525 0 1	16526 0 0	; 22367
16527 0 1	16528 0 1	; 22368
16529 0 1	16530 0 1	; 22369
16531 0 1	16532 0 1	; 22370
16533 0 1	16534 0 1	; 22371
16524 0 1	16535 0 1	; 22372
16519 0 1	16536 0 0	; 22373
16537 0 0	16538 0 1	; 22374
16516 0 1	16539 0 1	; 22375
16540 0 1	16541 0 0	; 22376
16542 0 0	16543 0 0	; 22377
16544 0 1	16545 0 1	; 22378
16529 0 1	16546 0 1	; 22379
16547 0 1	16548 0 1	; 22380
16549 0 1	16550 0 1	; 22381
16551 0 1	16552 0 0	; 22382
16553 0 0	16554 0 0	; 22383
16555 0 1	16556 0 1	; 22384
16555 0 1	16557 0 1	; 22385
16558 0 1	16559 0 1	; 22386
16560 0 1	16561 0 0	; 22387
16560 0 1	16562 0 0	; 22388
16525 0 1	16563 0 1	; 22389
16560 0 1	16564 0 0	; 22390
16558 0 1	16565 0 0	; 22391
16560 0 1	16566 0 0	; 22392
16560 0 1	16567 0 0	; 22393
16560 0 1	16568 0 0	; 22394
16558 0 1	16569 0 0	; 22395
16570 0 1	16571 0 0	; 22396
16572 0 0	16573 0 0	; 22397
16519 0 1	16555 0 1	; 22398
16508 0 0	16574 0 1	; 22399
16508 0 0	16575 0 1	; 22400
16576 0 0	16577 0 0	; 22401
16578 0 1	16579 0 0	; 22402
16580 0 1	16581 0 1	; 22403
16508 0 0	16582 0 1	; 22404
16534 0 1	16583 0 1	; 22405
16508 0 0	16584 0 1	; 22406
16508 0 0	16585 0 1	; 22407
16524 0 1	16560 0 1	; 22408
16526 0 0	16586 0 0	; 22409
16560 0 1	16587 0 1	; 22410
16563 0 1	16588 0 0	; 22411
16526 0 0	16589 0 0	; 22412
16516 0 1	16558 0 1	; 22413
16508 0 0	16590 0 0	; 22414
16526 0 0	16591 0 0	; 22415
16508 0 0	16592 0 0	; 22416
16526 0 0	16593 0 0	; 22417
16508 0 0	16594 0 0	; 22418
16595 0 1	16596 0 0	; 22419
16597 0 0	16598 0 0	; 22420
16599 0 1	16600 0 1	; 22421
16601 0 1	16602 0 1	; 22422
16538 0 1	16560 0 1	; 22423
16603 0 1	16604 0 0	; 22424
16519 0 1	16558 0 1	; 22425
16521 0 1	16605 0 0	; 22426
16606 0 1	16607 0 0	; 22427
16608 0 0	16609 0 0	; 22428
16510 0 1	16610 0 1	; 22429
16511 0 1	16611 0 1	; 22430
16514 0 1	16610 0 1	; 22431
16511 0 1	16612 0 1	; 22432
16534 0 1	16558 0 1	; 22433
16507 0 1	16613 0 0	; 22434
16525 0 1	16614 0 0	; 22435
16525 0 1	16615 0 0	; 22436
16525 0 1	16616 0 0	; 22437
16525 0 1	16617 0 0	; 22438
16525 0 1	16618 0 0	; 22439
16525 0 1	16619 0 0	; 22440
16525 0 1	16620 0 0	; 22441
16507 0 1	16621 0 0	; 22442
16622 0 1	16623 0 1	; 22443
16624 0 1	16625 0 1	; 22444
16626 0 1	16627 0 1	; 22445
13336 0 0	16628 0 1	; 22446
16629 0 1	16630 0 1	; 22447
16631 0 1	16632 0 1	; 22448
16633 0 1	16634 0 1	; 22449
16635 0 1	16636 0 1	; 22450
16632 0 1	16637 0 1	; 22451
16634 0 1	16638 0 1	; 22452
16636 0 1	16639 0 1	; 22453
16632 0 1	16640 0 1	; 22454
16634 0 1	16641 0 1	; 22455
16642 0 1	16643 0 1	; 22456
16644 0 1	16645 0 1	; 22457
16646 0 1	16647 0 1	; 22458
16648 0 1	16649 0 1	; 22459
16650 0 1	16651 0 1	; 22460
16634 0 1	16652 0 1	; 22461
16653 0 0	16654 0 1	; 22462
16634 0 1	16655 0 1	; 22463
16654 0 1	16656 0 0	; 22464
16634 0 1	16657 0 1	; 22465
16658 0 0	16659 0 0	; 22466
16660 0 1	16661 0 1	; 22467
16662 0 1	16663 0 1	; 22468
16664 0 1	16665 0 1	; 22469
13325 0 1	16666 0 1	; 22470
16667 0 1	16668 0 1	; 22471
16669 0 1	16670 0 1	; 22472
16645 0 1	16671 0 1	; 22473
16667 0 1	16672 0 1	; 22474
16673 0 1	16674 0 1	; 22475
16667 0 1	16675 0 1	; 22476
16676 0 1	16677 0 1	; 22477
16676 0 1	16678 0 1	; 22478
16676 0 1	16679 0 1	; 22479
16644 0 1	16651 0 1	; 22480
16667 0 1	16680 0 1	; 22481
16676 0 1	16681 0 1	; 22482
16676 0 1	16682 0 1	; 22483
16676 0 1	16683 0 1	; 22484
16667 0 1	16684 0 1	; 22485
16685 0 0	16686 0 0	; 22486
16687 0 1	16688 0 1	; 22487
16689 0 0	16690 0 0	; 22488
16691 0 0	16692 0 0	; 22489
16634 0 1	16667 0 1	; 22490
16632 0 1	16693 0 1	; 22491
16647 0 1	16694 0 1	; 22492
16632 0 1	16695 0 1	; 22493
16632 0 1	16696 0 1	; 22494
16697 0 1	16698 0 1	; 22495
16632 0 1	16699 0 1	; 22496
16632 0 1	16700 0 1	; 22497
16676 0 1	16701 0 1	; 22498
16645 0 1	16702 0 1	; 22499
16645 0 1	16703 0 1	; 22500
16676 0 1	16704 0 1	; 22501
16651 0 1	16705 0 1	; 22502
16632 0 1	16706 0 1	; 22503
16645 0 1	16707 0 1	; 22504
16632 0 1	16708 0 1	; 22505
16645 0 1	16709 0 1	; 22506
16632 0 1	16710 0 1	; 22507
16711 0 1	16712 0 1	; 22508
13479 0 1	16713 0 1	; 22509
